ID,父id,简称,名称,全称,层级 0 1 2 省市区县,拼音,长途区号,url
250,220,长治,长治市,"中国,山西省,长治市",2,changzhi,355,
244,220,阳泉,阳泉市,"中国,山西省,阳泉市",2,yangquan,353,
232,220,大同,大同市,"中国,山西省,大同市",2,datong,352,
221,220,太原,太原市,"中国,山西省,太原市",2,taiyuan,351,
208,37,衡水,衡水市,"中国,河北省,衡水市",2,hengshui,318,
197,37,廊坊,廊坊市,"中国,河北省,廊坊市",2,langfang,316,
180,37,沧州,沧州市,"中国,河北省,沧州市",2,cangzhou,317,
168,37,承德,承德市,"中国,河北省,承德市",2,chengde,314,
150,37,张家口,张家口市,"中国,河北省,张家口市",2,zhangjiakou,313,
124,37,保定,保定市,"中国,河北省,保定市",2,baoding,312,
104,37,邢台,邢台市,"中国,河北省,邢台市",2,xingtai,319,
84,37,邯郸,邯郸市,"中国,河北省,邯郸市",2,handan,310,
76,37,秦皇岛,秦皇岛市,"中国,河北省,秦皇岛市",2,qinhuangdao,335,
61,37,唐山,唐山市,"中国,河北省,唐山市",2,tangshan,315,
38,37,石家庄,石家庄市,"中国,河北省,石家庄市",2,shijiazhuang,311,
20,19,天津,天津市,"中国,天津,天津市",2,tianjin,22,
2,1,北京,北京市,"中国,北京,北京市",2,beijing,10,
